tick,executed task,wasted task,communication time,executed time,waiting time,all executed time,leader count,member count,reciprocity leader count,reciprocity member count,message count,overflowed task,rejected task,allocate area 0 member
56100,1226,18,1.3364162408970728,3.1930065653360127,1.7507435520588281,6.517563894948183,112,388,112,82,18088,0,4,4264
56200,1232,22,1.3338132824701887,3.1736660940542425,1.3578519958625799,6.12482470883677,109,391,109,69,18352,0,6,4336
56300,1222,18,1.3233561121876503,3.228939961429132,1.4039630939452632,6.197090585196919,104,396,103,45,18327,0,1,4343
56400,1161,21,1.3543469005317572,3.274811770849073,1.367965242831868,6.210653613097145,109,391,106,66,17676,0,3,4180
56500,1156,17,1.3537561222899666,3.1526132700627287,1.489002314628728,6.2848799860540785,104,396,103,64,17451,0,5,4130
56600,1197,22,1.3343384674693743,3.172923987160637,1.5273749481258256,6.288673471552247,104,396,103,75,17991,0,3,4276
56700,1193,17,1.3459367368209456,3.1985026468478064,1.516201764940219,6.297725347708319,105,395,103,62,17743,0,5,4168
56800,1172,14,1.3334926884175684,3.1883467980376223,1.336983453577605,6.13479376934278,109,391,103,55,16968,0,5,4024
56900,1164,25,1.3244015429210336,3.14642342471973,1.2466465898475019,5.9511952001214805,103,397,103,61,17053,0,0,4040
57000,1195,24,1.3217036340780124,3.2193250218095106,1.244297285382855,6.016282315935541,100,400,97,53,17292,0,1,4053
57100,1160,15,1.3227812246743145,3.2122694570564714,1.3248316917144043,6.0503039325163375,108,392,107,63,17666,0,4,4196
57200,1203,23,1.3319068020743188,3.1650441068007096,1.5443867340130724,6.2843562604257475,97,403,97,42,17768,0,2,4200
57300,1191,18,1.3207528777313888,3.2160998856292484,1.4660048192760196,6.239263619537664,109,391,108,60,17439,0,2,4113
57400,1175,29,1.3265319045381891,3.173744118621889,1.3623883309187335,6.124457308700589,112,388,112,62,17880,0,7,4194
57500,1222,24,1.3330535928998695,3.160646735491213,1.2359736797698382,5.986641186484217,98,402,98,47,17777,0,1,4228
57600,1158,27,1.3324696013966533,3.12863199601927,1.3221765199616025,6.015610331724065,111,389,110,67,17897,0,2,4196
57700,1176,30,1.3361473956793377,3.216950452636782,1.4195852612033653,6.175843662658164,109,391,109,71,18192,0,4,4217
57800,1173,26,1.3490796056876693,3.199765331480795,1.6579808284478483,6.486899737959251,96,404,92,53,17084,0,9,4019
57900,1156,18,1.3201740027102562,3.219022878482245,1.4583898269072875,6.193948535621916,108,392,107,68,17073,0,3,4014
58000,1165,11,1.34695306717914,3.2043226279352592,1.2639144024370401,6.072224505841424,107,393,107,64,16938,0,2,4039
58100,1117,18,1.316338593672555,3.1746738633431995,1.3450530789973423,6.062571579389895,104,396,101,62,16510,0,0,3909
58200,1145,15,1.3182921137975248,3.1837948058070693,1.3628959042608129,6.099690739080007,100,400,100,45,16714,0,2,3966
58300,1175,17,1.3166123709251272,3.1376451005833625,1.5108700166273652,6.132083875822724,102,398,102,60,17381,0,3,4175
58400,1153,27,1.3095035573403808,3.1511143466835474,1.5525654201306043,6.2256712774648175,110,390,107,64,17307,0,8,4066
58500,1185,15,1.2956636128523178,3.125099110599346,1.5292479096331562,6.142170144979144,110,390,110,75,17545,0,4,4207
58600,1193,28,1.3079005498985397,3.1575654720682307,1.5845091601561676,6.33148996732643,104,396,102,66,16675,0,4,3914
