Agent ID,Area ID,x,y,Resource: 1,Resource: 2,Resource: 3,Resouce Average,Leader Evaluation,Member Evaluation,Allocated Subtasks,Refused Subtasks,Member Count,Leader Count
99,0,27,0,3,2,5,3.3333333333333335,0.1426011935246345,0.6770106726511921,26305,353,147794,2207
57,0,13,1,4,2,3,3.0,0.1894436027520026,0.19520868675905154,18170,210,124986,25015
380,0,22,23,5,5,4,4.666666666666667,0.21147723502976123,0.6373657381637213,35455,785,138518,11483
141,0,8,11,2,4,4,3.3333333333333335,0.1420034128435583,0.6206425181163605,24481,331,142372,7629
220,0,44,46,1,2,2,1.6666666666666667,0.26818398588794745,0.3830978794873731,6910,67,113510,36491
250,0,36,31,3,4,1,2.6666666666666665,0.10426147017043186,0.10705422614112982,758,0,63443,86558
207,0,21,1,4,5,2,3.6666666666666665,0.16222463454937922,0.7287576949148236,22537,347,128800,21201
487,0,2,6,3,1,2,2.0,0.18427989023585567,0.1857510468551264,212,0,61502,88499
464,0,23,2,2,4,5,3.6666666666666665,0.21029337927312575,0.4044242230761727,24666,378,141212,8789
374,0,27,28,1,4,1,2.0,0.1631164728015338,0.21086747341146272,1097,12,66303,83698
31,0,38,30,4,3,3,3.3333333333333335,0.3254605183748092,0.822256105240777,28315,521,142379,7622
164,0,35,29,1,3,5,3.0,0.2509105864114159,0.7865907705571755,15310,220,129299,20702
158,0,39,41,2,4,4,3.3333333333333335,0.28534567910631564,0.5977004706343029,30712,508,149142,859
98,0,24,2,5,3,4,4.0,0.10351082876727075,0.3635342989138724,18712,323,117640,32361
21,0,30,1,2,2,3,2.3333333333333335,0.3169939197688445,0.4994990129228442,14663,187,127039,22962
321,0,35,48,3,5,4,4.0,0.18760989052815175,0.5009634225483758,15077,182,97098,52903
157,0,26,3,1,5,3,3.0,0.16730302712491618,0.1809330766492691,2800,13,80705,69296
343,0,7,4,4,1,2,2.3333333333333335,0.29436226364015744,0.43746248997123727,8824,130,119196,30805
323,0,38,2,4,3,1,2.6666666666666665,0.3895741153286862,0.2003121118641637,7884,118,99324,50677
496,0,29,2,3,1,2,2.0,0.12701583465778996,0.7221292855460417,5078,26,105483,44518
234,0,2,4,5,4,5,4.666666666666667,0.24835703382241678,0.5524694636108171,39178,702,148495,1506
350,0,15,14,1,1,1,1.0,0.13816091862407726,0.25948278330379987,3469,17,108432,41569
168,0,28,42,5,2,4,3.6666666666666665,0.054040988051415925,0.6345490690962815,31627,613,149593,408
217,0,16,27,2,4,4,3.3333333333333335,0.1640137272315085,0.4955501418886438,28079,435,148572,1429
284,0,11,11,2,2,4,2.6666666666666665,0.28503642357270187,0.1057138297186579,7653,206,96023,53978
421,0,18,44,3,3,3,3.0,0.15133554808421207,0.4125225409750426,30844,579,148470,1531
281,0,6,4,5,3,4,4.0,0.17330091016676438,0.6152507432418147,30845,389,147752,2249
113,0,4,40,4,5,1,3.3333333333333335,0.22850218260206012,0.44199109518513346,16328,226,138010,11991
266,0,30,13,2,3,3,2.6666666666666665,0.09231770207954729,0.14315759692921867,19048,240,131394,18607
304,0,23,43,2,1,3,2.0,0.19663020624665853,0.5009447214533888,10111,156,119475,30526
313,0,30,8,5,2,3,3.3333333333333335,0.17176770624312793,0.6890981910336516,23767,412,139186,10815
117,0,46,3,2,5,2,3.0,0.4624965930915551,0.10571747417505456,473,0,62834,87167
346,0,13,29,3,3,2,2.6666666666666665,0.18416244576077612,0.22866668166089166,845,0,59454,90547
2,0,45,31,2,4,1,2.3333333333333335,0.23159144859283454,0.23925126531813012,7856,115,97363,52638
69,0,29,29,5,4,5,4.666666666666667,0.1879669881176494,0.4391674609963744,42271,952,149814,187
480,0,20,40,5,4,4,4.333333333333333,0.15663508411548016,0.4112016067711912,15286,224,89853,60148
185,0,8,5,1,5,5,3.6666666666666665,0.1863583144486795,0.23546708136903383,4660,24,79000,71001
300,0,8,12,2,1,1,1.3333333333333333,0.25156182672605143,0.5920786908318586,1088,0,84437,65564
318,0,40,28,1,4,1,2.0,0.164233728716228,0.5173887092100582,601,0,78007,71994
434,0,21,13,3,5,5,4.333333333333333,0.12099475634111621,0.43205198682700696,38647,925,149355,646
156,0,27,33,4,2,2,2.6666666666666665,0.07129790577976587,0.3216910814441729,21009,343,137770,12231
61,0,25,15,2,3,2,2.3333333333333335,0.17537444134248503,0.4206144200705431,17178,159,128929,21072
173,0,3,8,5,3,4,4.0,0.1566238271101173,0.22611197937427294,348,0,58122,91879
356,0,46,9,2,4,2,2.6666666666666665,0.3373556257950031,0.12393776318063963,12934,225,111074,38927
